KEGGID,super_class,class,sub_class,family
C19414,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzene and derivatives
C02343,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C10833,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C01606,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07215,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C14088,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C06337,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C00587,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C17925,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C00292,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Benzene and derivatives
C03765,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes,Benzene and derivatives
C04043,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes,Benzene and derivatives
C05627,Benzenoids,Benzene and substituted derivatives,Styrenes,Benzene and derivatives
C05653,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C09815,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C02625,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C21167,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07527,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07080,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C06999,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07778,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C21552,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07259,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C01424,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C00261,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzene and derivatives
C00601,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes,Benzene and derivatives
C05577,Benzenoids,Benzene and substituted derivatives,Phenylacetaldehydes,Benzene and derivatives
C05350,Benzenoids,Benzene and substituted derivatives,Phenylpyruvic acid derivatives,Benzene and derivatives
C02505,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Benzene and derivatives
C16199,Benzenoids,Benzene and substituted derivatives,Benzenesulfonic acids and derivatives,Benzene and derivatives
C02763,Benzenoids,Benzene and substituted derivatives,Phenylpyruvic acid derivatives,Benzene and derivatives
C06606,Benzenoids,Benzene and substituted derivatives,Nitrobenzenes,Benzene and derivatives
C10998,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C03343,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C21298,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C14533,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C14205,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C15205,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C13061,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07571,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,Benzene and derivatives
C07002,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C07751,Benzenoids,Benzene and substituted derivatives,Sulfanilides,Benzene and derivatives
C07890,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Benzene and derivatives
C07669,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C02518,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C08075,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C07138,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C06846,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07666,Benzenoids,Benzene and substituted derivatives,Benzenesulfonyl compounds,Benzene and derivatives
C07458,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07318,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C21543,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C07073,Benzenoids,Benzene and substituted derivatives,Xylenes,Benzene and derivatives
C06913,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07949,Benzenoids,Benzene and substituted derivatives,Benzophenones,Benzene and derivatives
C07163,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07463,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07777,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07617,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Benzene and derivatives
C07658,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C14172,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07309,Benzenoids,Benzene and substituted derivatives,Sulfanilides,Benzene and derivatives
C07653,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,Benzene and derivatives
C07206,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07045,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C06997,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Benzene and derivatives
C08050,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07622,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C01690,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C07063,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C06910,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07146,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C06852,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzene and derivatives
C07034,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C07450,Benzenoids,Benzene and substituted derivatives,Xylenes,Benzene and derivatives
C06916,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Benzene and derivatives
C07178,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C12616,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C12537,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07072,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C08086,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C08022,Benzenoids,Benzene and substituted derivatives,Anilides,Benzene and derivatives
C07013,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C07375,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07513,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Benzene and derivatives
C07116,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C06871,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzene and derivatives
C08039,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07853,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C13173,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C07430,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C02168,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07316,Organoheterocyclic compounds,Azobenzenes,null,Benzene and derivatives
C07468,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C07147,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C08005,Benzenoids,Benzene and substituted derivatives,Anilides,Benzene and derivatives
C07383,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07440,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C07523,Benzenoids,Benzene and substituted derivatives,Cumenes,Benzene and derivatives
C01691,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C07467,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C06902,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C07363,Benzenoids,Benzene and substituted derivatives,Xylenes,Benzene and derivatives
C07117,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07501,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C07668,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C07710,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C06932,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C11766,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,Benzene and derivatives
C08163,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C08082,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzene and derivatives
C01716,Benzenoids,Benzene and substituted derivatives,Benzophenones,Benzene and derivatives
C06976,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,Benzene and derivatives
C07315,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07022,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07037,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C07469,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Benzene and derivatives
C07372,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07401,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07750,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07586,Benzenoids,Benzene and substituted derivatives,Benzophenones,Benzene and derivatives
C07142,Benzenoids,Benzene and substituted derivatives,Xylenes,Benzene and derivatives
C07360,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
C07872,Benzenoids,Benzene and substituted derivatives,Diphenylacetonitriles,Benzene and derivatives
C07905,Benzenoids,Benzene and substituted derivatives,Anilides,Benzene and derivatives
C07566,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07247,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C08070,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzene and derivatives
C07428,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Benzene and derivatives
C07148,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C08068,Benzenoids,Benzene and substituted derivatives,Benzylethers,Benzene and derivatives
C08160,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,Benzene and derivatives
C07317,Benzenoids,Benzene and substituted derivatives,Phenyl sulfoxides,Benzene and derivatives
C07459,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07877,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07402,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07935,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C06930,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07001,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C08159,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C07525,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Benzene and derivatives
C08012,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C06978,Benzenoids,Benzene and substituted derivatives,Anilides,Benzene and derivatives
C06961,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07323,Organoheterocyclic compounds,Azobenzenes,null,Benzene and derivatives
C18365,Benzenoids,Benzene and substituted derivatives,Toluenes,Benzene and derivatives
C11696,Benzenoids,Benzene and substituted derivatives,Anilides,Benzene and derivatives
C07630,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07840,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C07995,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07258,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,Benzene and derivatives
C19530,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C07373,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C07055,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C13698,Benzenoids,Benzene and substituted derivatives,Trifluoromethylbenzenes,Benzene and derivatives
C07974,Benzenoids,Benzene and substituted derivatives,Anilides,Benzene and derivatives
C07818,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Benzene and derivatives
C16875,Benzenoids,Benzene and substituted derivatives,Benzazocines,Benzene and derivatives
C11169,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzene and derivatives
C11708,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07913,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C11768,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Benzene and derivatives
C01454,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C07214,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzene and derivatives
C07209,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzene and derivatives
C06758,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzene and derivatives
C10761,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,Benzene and derivatives
C12299,Benzenoids,Benzene and substituted derivatives,Styrenes,Benzene and derivatives
C20634,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzene and derivatives
C03766,Benzenoids,Benzene and substituted derivatives,Benzyl cyanides,Benzene and derivatives
C11159,Benzenoids,Benzene and substituted derivatives,Benzenesulfonic acids and derivatives,Benzene and derivatives
C15513,Benzenoids,Benzene and substituted derivatives,Benzyloxycarbonyls,Benzene and derivatives
C02181,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Benzene and derivatives
C10928,Benzenoids,Benzene and substituted derivatives,Anilides,Benzene and derivatives
C15230,Benzenoids,Benzene and substituted derivatives,null,Benzene and derivatives
