KEGGID,super_class,class,sub_class,family
C01438,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes
C00088,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal nitrites,Non-metal nitrites
C00244,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal nitrates,Non-metal nitrates
C02376,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C00424,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C00409,Organosulfur compounds,Thiols,Alkylthiols,Alkylthiols
C00283,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal sulfides,Other non-metal sulfides
C00414,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05787,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,Bilirubins
C00266,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C00396,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C00472,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C00479,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C00533,Homogeneous non-metal compounds,Other non-metal organides,Other non-metal oxides,Other non-metal oxides
C02174,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal phosphates,Non-metal phosphates
C00969,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C00992,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Corrinoids,Corrinoids
C01040,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones
C01412,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C02565,Organoheterocyclic compounds,Azolines,Imidazolines,Imidazolines
C02658,Organic nitrogen compounds,Organonitrogen compounds,Oximes,Oximes
C05172,Mixed metal/non-metal compounds,Other mixed metal/non-metal oxoanionic compounds,Non-metal selenophosphates,Non-metal selenophosphates
C05125,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C05585,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05638,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05639,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Quinolones and derivatives
C05640,Organoheterocyclic compounds,Benzoxazines,Phenoxazines,Phenoxazines
C05645,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05648,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05201,Organoheterocyclic compounds,Isoquinolines and derivatives,Benzylisoquinolines,Benzylisoquinolines
C05670,Organic nitrogen compounds,Organonitrogen compounds,Organic cyanides,Organic cyanides
C05789,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,Bilirubins
C05791,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,Bilirubins
C05794,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,Bilirubins
C05936,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05942,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,Pyrrole carboxylic acids and derivatives
C05642,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C16366,Organic nitrogen compounds,Organonitrogen compounds,N-arylamides,N-arylamides
C20450,Organoheterocyclic compounds,Furans,Furoic acid and derivatives,Furoic acid and derivatives
C06502,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C11142,Organosulfur compounds,Sulfonyls,Sulfones,Sulfones
C06834,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles,Substituted pyrroles
C07589,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles
C07397,Organoheterocyclic compounds,Benzothiazepines,Dibenzothiazepines,Dibenzothiazepines
C12564,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C08371,Organosulfur compounds,Organic disulfides,Dialkyldisulfides,Dialkyldisulfides
C19440,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C13008,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles
C00541,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Corrinoids,Corrinoids
C02670,Organoheterocyclic compounds,Furofurans,Isosorbides,Isosorbides
C00937,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C02949,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07329,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05381,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C06145,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C15974,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C15976,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C05774,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Metallotetrapyrroles,Metallotetrapyrroles
C06505,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Corrinoids,Corrinoids
C05235,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C03033,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,Bilirubins
C16365,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C03805,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C16453,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C06697,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous metallic oxoanionic compounds,Miscellaneous metallic oxoanionic compounds
C07308,Organometallic compounds,Organometalloid compounds,Organoarsenic compounds,Organoarsenic compounds
C03227,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C04744,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C02266,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones
C16675,Organoheterocyclic compounds,Pyrrolopyrimidines,"Pyrrolo[2,3-d]pyrimidines","Pyrrolo[2,3-d]pyrimidines"
C00633,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C03372,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C02351,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C15606,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07330,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C01478,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous metallic oxoanionic compounds,Miscellaneous metallic oxoanionic compounds
C17755,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07294,Organometallic compounds,Organometalloid compounds,Organoarsenic compounds,Organoarsenic compounds
C07295,Organometallic compounds,Organometalloid compounds,Organoarsenic compounds,Organoarsenic compounds
C06232,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous metallic oxoanionic compounds,Miscellaneous metallic oxoanionic compounds
C15978,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C12455,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C05651,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C18170,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C15853,Organic nitrogen compounds,Organonitrogen compounds,Imines,Imines
C05183,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Metallotetrapyrroles,Metallotetrapyrroles
C05647,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C03065,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Guanidines
C18627,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides
C15226,Mixed metal/non-metal compounds,Post-transition metal salts,Post-transition metal chlorides,Post-transition metal chlorides
C07643,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C16553,Organoheterocyclic compounds,Oxazaphosphinanes,Isofamides,Isofamides
C07833,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07546,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Quaternary ammonium salts
C07391,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07663,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C07035,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C07074,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones
C21544,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07125,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07765,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C07362,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07827,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07568,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C08080,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07443,Organoheterocyclic compounds,Azolidines,Imidazolidines,Imidazolidines
C08057,Organoheterocyclic compounds,Azolines,Isoxazolines,Isoxazolines
C06900,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C07422,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07269,Organic salts,Organic metal salts,Organic transition metal salts,Organic transition metal salts
C08042,Organoheterocyclic compounds,Furans,Nitrofurans,Nitrofurans
C07931,Organoheterocyclic compounds,Benzoxazoles,Benzoxazolones,Benzoxazolones
C07633,Organoheterocyclic compounds,Quinolines and derivatives,4-quinolinemethanols,4-quinolinemethanols
C06924,Organoheterocyclic compounds,Benzodiazepines,Dibenzodiazepines,Dibenzodiazepines
C11368,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C06909,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07132,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07851,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C06817,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07104,Organoheterocyclic compounds,Benzoxazepines,Dibenzoxazepines,Dibenzoxazepines
C06806,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07379,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07075,Organohalogen compounds,Alkyl halides,Cyclohexyl halides,Cyclohexyl halides
C07403,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07758,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C06889,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C11153,Mixed metal/non-metal compounds,Metalloid organides,Metalloid oxides,Metalloid oxides
C08109,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07128,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
C07761,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07368,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07062,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C06979,Organoheterocyclic compounds,Diazanaphthalenes,Naphthyridines,Naphthyridines
C07844,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C06906,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07228,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07886,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C06885,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07149,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C01814,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C06911,Mixed metal/non-metal compounds,Transition metal salts,Transition metal chlorides,Transition metal chlorides
C06874,Organoheterocyclic compounds,Quinolines and derivatives,Hydroquinolines,Hydroquinolines
C07879,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Quinolones and derivatives
C07888,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C08110,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C05349,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C07649,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07569,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07759,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C06868,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C06895,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07270,Organoheterocyclic compounds,Azoles,Thiazoles,Thiazoles
C06970,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07973,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07505,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones,Pyrrolidones
C06821,Organoheterocyclic compounds,Diazines,Pyrazines,Pyrazines
C07521,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C08146,Organoheterocyclic compounds,Oxazinanes,Morpholines,Morpholines
C12685,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C07625,Organoheterocyclic compounds,Quinolines and derivatives,Aminoquinolines and derivatives,Aminoquinolines and derivatives
C07626,Organoheterocyclic compounds,Quinolines and derivatives,Aminoquinolines and derivatives,Aminoquinolines and derivatives
C07999,Organoheterocyclic compounds,Furans,Nitrofurans,Nitrofurans
C07411,Organoheterocyclic compounds,Azolidines,Oxazolidines,Oxazolidines
C07010,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C06921,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07881,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07156,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C08164,Organoheterocyclic compounds,Azolidines,Imidazolidines,Imidazolidines
C07508,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C06881,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C21555,Organoheterocyclic compounds,Oxazinanes,Morpholines,Morpholines
C07743,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07524,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07664,Organoheterocyclic compounds,Diazanaphthalenes,Naphthyridines,Naphthyridines
C07908,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,Isobenzofuranones
C07268,Organoheterocyclic compounds,Azolidines,Imidazolidines,Imidazolidines
C07764,Organoheterocyclic compounds,Azoles,Thiadiazoles,Thiadiazoles
C07968,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07415,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
C07255,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C07455,Organic oxygen compounds,Organic oxoanionic compounds,Organic nitrates,Organic nitrates
C07548,Organoheterocyclic compounds,Isoquinolines and derivatives,Benzylisoquinolines,Benzylisoquinolines
C11729,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07839,Organoheterocyclic compounds,Azolidines,Imidazolidines,Imidazolidines
C07190,Organoheterocyclic compounds,Azolines,Imidazolines,Imidazolines
C07789,Organoheterocyclic compounds,Benzoxepines,Dibenzoxepines,Dibenzoxepines
C07763,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C07492,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C07405,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07506,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C11686,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C07371,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C06805,Organoheterocyclic compounds,Azoles,Thiadiazoles,Thiadiazoles
C08052,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C06948,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07432,Organoheterocyclic compounds,Oxazinanes,Morpholines,Morpholines
C07168,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07437,Organoheterocyclic compounds,Pyrrolidines,Phenylpyrrolidines,Phenylpyrrolidines
C07359,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C06915,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C07829,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07427,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C06969,Organoheterocyclic compounds,Thiophenes,"2,3,5-trisubstituted thiophenes","2,3,5-trisubstituted thiophenes"
C07320,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07461,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C07456,Organoheterocyclic compounds,Furofurans,Isosorbides,Isosorbides
C07115,Organic nitrogen compounds,Organonitrogen compounds,Nitrogen mustard compounds,Nitrogen mustard compounds
C07023,Organoheterocyclic compounds,Benzopyrazoles,Indazoles,Indazoles
C07175,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07503,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Piperidinecarboxylic acids and derivatives
C07670,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
C07673,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Guanidines
C06884,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07143,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C06954,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07849,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C07528,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Piperidinecarboxylic acids and derivatives
C07484,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07768,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C07078,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07356,Organoheterocyclic compounds,Azoles,Oxazoles,Oxazoles
C06837,Organosulfur compounds,Thioethers,Aryl thioethers,Aryl thioethers
C12766,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07887,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Piperidinecarboxylic acids and derivatives
C06928,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,1-benzopyrans
C07205,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C06850,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Quaternary ammonium salts
C07714,Organoheterocyclic compounds,Furofurans,Isosorbides,Isosorbides
C07767,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C20380,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,Isobenzofuranones
C07517,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C07832,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C12058,Organoheterocyclic compounds,Epoxides,Oxirane carboxylic acids and derivatives,Oxirane carboxylic acids and derivatives
C07661,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C06975,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Quaternary ammonium salts
C06827,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C06807,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C21546,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07404,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C12755,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07627,Organoheterocyclic compounds,Quinolines and derivatives,Aminoquinolines and derivatives,Aminoquinolines and derivatives
C07014,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles,Substituted pyrroles
C07341,Organoheterocyclic compounds,Quinolines and derivatives,Nitroquinolines and derivatives,Nitroquinolines and derivatives
C06894,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C06823,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C06949,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C07631,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Guanidines
C07549,Organoheterocyclic compounds,Isoquinolines and derivatives,Benzylisoquinolines,Benzylisoquinolines
C06878,Organoheterocyclic compounds,Benzoxepines,Dibenzoxepines,Dibenzoxepines
C06971,Organoheterocyclic compounds,Benzoxepines,Dibenzoxepines,Dibenzoxepines
C07256,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C06888,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C06943,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C07846,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C11154,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C07127,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07321,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C13619,Mixed metal/non-metal compounds,Miscellaneous mixed metal/non-metals,Miscellaneous metallic oxoanionic compounds,Miscellaneous metallic oxoanionic compounds
C07036,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Guanidines
C07434,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07047,Organoheterocyclic compounds,Oxazaphosphinanes,Isofamides,Isofamides
C07425,Organoheterocyclic compounds,Quinolines and derivatives,Indoloquinolines,Indoloquinolines
C06803,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds
C07825,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07662,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids
C07837,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles
C06981,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C06939,Organoheterocyclic compounds,Azolidines,Imidazolidines,Imidazolidines
C07550,Organoheterocyclic compounds,Isoquinolines and derivatives,Benzylisoquinolines,Benzylisoquinolines
C07520,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C07953,Organoheterocyclic compounds,Benzothiopyrans,1-benzothiopyrans,1-benzothiopyrans
C06918,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines
C11733,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Quaternary ammonium salts
C07172,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C07040,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C07766,Organoheterocyclic compounds,Thiadiazines,Benzothiadiazines,Benzothiadiazines
C07342,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Benzodiazines
C06882,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C06886,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C06890,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C07919,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers
C07536,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C07826,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C17725,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C11723,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidines and pyrimidine derivatives
C12567,Mixed metal/non-metal compounds,Alkaline earth metal organides,Alkaline earth metal oxides,Alkaline earth metal oxides
C07192,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines
C08117,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C08114,Organoheterocyclic compounds,Diazinanes,Piperazines,Piperazines
C07539,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles
C13244,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles
C07489,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,Phenylpiperidines
C07904,Organoheterocyclic compounds,Oxazinanes,Morpholines,Morpholines
C07366,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07336,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C07487,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines"
C08122,Organoheterocyclic compounds,Lactams,Beta lactams,Beta lactams
C11750,Organoheterocyclic compounds,Azoles,Triazoles,Triazoles
C07043,Organoheterocyclic compounds,Quinolines and derivatives,Aminoquinolines and derivatives,Aminoquinolines and derivatives
C07567,Organoheterocyclic compounds,Pyrroles,Substituted pyrroles,Substituted pyrroles
C14319,Organoheterocyclic compounds,Azoles,Pyrazoles,Pyrazoles
C07471,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Quaternary ammonium salts
C02924,Organosulfur compounds,Thiols,Alkylthiols,Alkylthiols
C06790,Organohalogen compounds,Vinyl halides,Vinyl chlorides,Vinyl chlorides
